claimlosscause,tpvehicledamage,tpvehicletowed,tpvehicledriveable,tpvehicletotalloss,tpvehiclerecovered,ivehicledamage,ivehicletowed,ivehicledriveable,ivehicletotalloss,ivehiclerecovered,trt__ivehicledamage,trt__ivehicledriveable,trt__ivehiclerecovered,trt__ivehicletotalloss,trt__ivehicletowed,trt__tpvehicledamage,trt__tpvehicledriveable,trt__tpvehiclerecovered,trt__tpvehicletotalloss,trt__tpvehicletowed,claimdecision,claimliability,claimlodgemethod,policyproducttype,policychannel,policypremiumbilling,new__claimdecision,new__claimliability,new__claimlodgemethod,new__policychannel,new__policypremiumbilling,new__policyproducttype,savings,claimid,claimstatus,claimcatastrophecode,claimcatastrophedesc,claimlosssuburb,claimlossstate,cls,claimincidentdescription,claimpolicenotified,claimpolicedate,claimpolicetime,claimfirenotified,claimreserve,claimexcesstotal,claimexcessapplicable,claimexcesswaived,policybrand,policystatus,policylob,policytype,policybillingrenewal,policyalterations,riskmotoragreedvalue,riskmotormarketvalue,risksuburb,riskstate,risksuminsured,riskmotorpurchaseprice,tpvehicleyear,tpvehicledriverage,ivehicleyear,ivehicledriverage,insured_parties,tp_parties,tp_parties_var,ActivityOwner,AdditionalInsured,Agent,AlternateContact,AnimalOwner,AppointmentContact,AssessmentLocation,Assessor,Broker,CaseManager,Claimant,ClaimantDependent,Complainant,Cyclist,DefenceBarrister,DefenceLawFirm,Defendant,Driver,Employee,Employer,Engineer,Executor,ExternalAssessor,Financier,FormerInsured,HireCarAgency,ImpactParty,IncidentParty,Informant,InjuredParty,Insured,InsuredRepresentative,Interestedparty,Investigator,LawEnforcementAgency,LegalCaseManager,ListedDriver,MainContact,MakeSafeProviderGeneralBuilder,Mortgagee,MotorRepairShop,NegotiationContact,Neighbour,Observer,Occupant,Other,OtherInsurer,Owner,OwningAgency,Passenger,Payee,Pedestrian,Plaintiff,PlaintiffLawFirm,PlaintiffsAttorney,Powerofattorney,PrimaryAssessor,RealEstateAgent,RecoveryAgent,RecoveryOnBehalfOf,RecoveryPayer,RepairShop,Repairer,Reporter,ResponsibleParty,ResponsiblePartyForIncident,SalvageService,ServiceProvider,SharpAgency,Supervisor,Supplier,Suspect,Swimmer,TPSettlementParty,Tenant,ThirdPartyInsurer,TowingAgency,TransportCarrier,UnitOwner,Vendor,Witness,claim_lag_losslodge,claim_lag_lossinception,claim_lag_lossalteration,fraud_class,prev_claims,POLICYINCEPTIONDATE,POLICYEXPIRYDATE,POLICYNBRCLAIMS,flag_claimpolicenotified,flag_claimfirenotified,flag_ivehicledriveable,flag_trt_ivehicledriveable,flag_trt_tpvehicledriveable,flag_prev_claims,flag_trt_ivehicletotalloss,flag_trt_tpvehicletotalloss,flag_newclaimlodgemethod_phone,new_claimlodgemethod_make,flag_aggclaimlosscause_driving,flag_aggclaimlosscause_parked,flag_aggclaimlosscause_theft,flag_aggclaimlosscause_hazard,flag_motorrepairshop,flag_salvageservice,flag_towingagency,alternate_fraud_class,flag_trt_tpvehicliedriveable,flag_trt_ivehicledamage,flag_trt_tpvehicledamage,flag_claimexcesswaived,flag_clsStat
Damage Whilst Driven,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6241836,Closed,,,YAGOONA,NSW,Collision with Stationary Object,TOL: 05:10pm    I was driving and the car in front got too close_ I braked and I went up onto the curb_ I hit a pole_ when I reversed I have hit the back PS door now the car wont drive    IV: Car wont drive_ PS front bumper scratched and light broken_ ps back door dented,No,NA,NA,No,5843.34,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,5250,0,BELMONT SOUTH,NSW,5250,0,0,0,2004,44.52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,805,291,0,yes,11/21/2011,11/21/2014,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,0,1,0,1,0,0,1
Theft,,,,,,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Reject,Not at Fault,Phone,Motor Comprehensive,DIRECT,Annual,Reject,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,8000,6241879,Closed,,,MURWILLUMBAH,NSW,Theft of vehicle,my vehicle was parked on the street behind a shopping centre_ when i returned to the vehicle i noticed it was missing. The police have now phoned me and told me it has been located but burnt out,Yes,NA,NA,No,7968.22,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,8600,0,SOUTH MURWILLUMBAH,NSW,8600,0,0,0,2004,59.71,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,210,277,88,0,yes,5/2/2013,5/2/2014,0,1,0,0,0,0,1,0,0,1,NA,0,0,1,0,1,0,0,1,0,1,0,0,0
Damage Whilst Parked,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,,INTERNET,Monthly,Accept,Not at Fault,Phone,INTERNET,Monthly,Motor Comprehensive,0,6242128,Closed,,,ISABELLA PLAINS,ACT,Fire,My sister woke me up to adv my neighbours were trying to put out the fire as my car was set alight     POI IV: FIRE DAMAGE TO MOTOR AND FRONT END,Yes,NA,NA,No,2285.47,1125,1125,No,JCI,In force,Personal Insurance,Personal auto,"Automatic",1,3700,0,ISABELLA PLAINS,ACT,3700,2800,0,0,1995,19.65,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16700,184,181,0,yes,7/23/2013,7/23/2014,0,1,0,0,0,0,1,1,0,1,NA,0,1,0,0,0,1,1,1,0,1,0,0,0
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6242253,Closed,,,SOUTH YARRA,VIC,Third Party Hit in Rear by Insured,My car wasnt working probably_ the engine oil was low. The accelerator hadnt been working correctly. I have rolled into the car (tp1) in front at a set of traffic lights. The car (tp2) behind me has also bumped into my . The driver that was in front has since come and stated he had bumped the car in front of him (tp3)_ but nothing stated at the SOA.   IV POI: front bumper and rear bumper  TP1V POI: rear bumper and front bumper  TP2V POI:,No,NA,NA,No,3882.53,1250,1250,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,16500,0,MALVERN EAST,VIC,16500,0,2013,0,2009,22.36,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4832,3,362,0,yes,1/28/2014,1/28/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Damage Whilst Driven,Yes,No,Yes,No,,No,No,Yes,No,,No,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6243123,Closed,,,KEW,VIC,Hit a parked car,i was driving on derrek st in kew and was going to a meeting. i wasnt aware at the time but the police have advised me i have scraped along the side of another vehicle with my mirror    poi iv: passenger side mirror  tpv poi: drivers side,Yes,NA,NA,No,0,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,3100,0,GREENDALE,VIC,3100,0,0,-0.03,2002,67.87,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18292,1,364,0,yes,1/21/2014,1/21/2015,0,1,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,0,1,0,0
Mechanical,,,,,,Yes,Yes,No,No,,Yes,No,No,No,Yes,No,No,No,No,No,Accept,No Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,No Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6243422,Closed,,,AVALON,NSW,Mechanical Breakdown,I was driving my son and my car broke down after one suburb. The car wouldn't go into gear and I had to get it towed. My daughter had been using the vehicle for driving lessons the day before and she put the car into reverse without stopping a few times which caused it to make a large crunching sound. The car is already in repairs.,No,NA,NA,No,6549.6,1225,1225,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,33050,0,NEWPORT,NSW,33050,53000,0,0,2007,16.69,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15616,2156,74,0,no,2/29/2008,4/8/2014,2,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,1,0,1,0,0,0
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6243457,Closed,,,MELBOURNE,VIC,Third Party Hit in Rear by Insured,My sister was driving along furlong road when she lost control and hit the rear of the vehicle in front of her.    IV POI: PS front bumper  TP POI: DS front door,No,NA,NA,No,2501.33,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,24000,0,SPRINGVALE SOUTH,VIC,24000,24000,2008,0,2013,25.4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6388,13,352,0,yes,1/17/2014,1/17/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6243515,Closed,,,MERRYLANDS,NSW,Theft of vehicle,I parked my vehicle outside last night about 7.00pm and when I got up this morning to get the children ready for school I went outside to get their bag from the vehicle and it is not there_ someone has taken our car,Yes,NA,NA,No,15525,2175,2175,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,17700,0,MERRYLANDS,NSW,17700,19000,0,0,2006,33.59,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1265,229,0,yes,8/19/2010,9/21/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Third Party Propert,INTERNET,Annual,Accept,At Fault,Phone,INTERNET,Annual,Third Party Propert,0,6243961,Closed,,,GUILDFORD,NSW,Third Party Hit in Rear by Insured,I was at traffic lights_ I thought the lights had changed to green_ and I have began moving. However I have impacted the rear of the vehicle in front.    POI IV: Front bumper  POI TP: Rear bumper,No,NA,NA,No,2772.1,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,0,0,CRANEBROOK,NSW,0,19700,0,28.47,2007,26.98,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,1,364,0,yes,2/2/2014,2/2/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Damage Whilst Parked,,,,,,Yes,No,No,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6244147,Closed,,,TABULAM,NSW,Fire,I have had to leave the car in a parking bay at the side of the road_ on Saturday evening as it had broken down_the Police came around to my home at about 12:30 on Sunday night _ to informe me it had been burnt out.,Yes,NA,NA,No,10332.5,550,550,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,10400,0,CASINO,NSW,10400,0,0,0,2012,46.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3759,1835,356,0,no,1/23/2009,1/23/2015,2,1,0,0,0,0,0,1,0,1,NA,0,1,0,0,0,0,1,1,0,1,0,0,0
Damage Whilst Parked,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,Not at Fault,Phone,,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6244214,Closed,,,LUCINDA,QLD,Malicious damage,We went fishing on Sunday evening and parked the car in the car park area around 6;30_ when we we back to the car at 11:00pm we noticed the spotlights missing and scratch markes over every panel except the roof.  DAMAGE - SCRATCHES/MISSING SPOTLIGHTS.,No,NA,NA,No,6557.01,650,650,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,63600,0,INGHAM,QLD,63600,0,0,0,2002,36.91,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2127,989,107,0,yes,5/20/2011,5/20/2014,0,0,0,1,1,0,1,0,0,1,NA,0,1,0,0,1,0,0,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6244327,Closed,,,EARLWOOD,NSW,Collision with Stationary Object,My wife was reversing out of the house and has impacted part of the veranda.,No,NA,NA,No,489.43,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,8000,0,EARLWOOD,NSW,8000,0,0,0,2002,71.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970560,58,308,0,yes,2/3/2012,2/3/2013,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,0,0,0,1,0,1,0,0,1
Damage Whilst Driven,Yes,No,Yes,No,,No,No,Yes,No,,No,Yes,No,No,No,Yes,Yes,No,No,No,Withou,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Withou,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,10400,6244875,Closed,,,TULLY,QLD,Insured Failed Right of Way,i was driving down the street when i have come to a stop sign. i couldnt see anything and have moved forward and hit a car tralling through the intersection    d:o:l is 30/01/14,No,NA,NA,No,66.76,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,7200,0,TULLY,QLD,7200,0,2005,0,2006,45.26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,11,354,0,yes,1/23/2014,1/23/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,0,1,0,0
Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,INTERNET,Monthly,Accept,Not at Fault,Phone,INTERNET,Monthly,Motor Comprehensive,0,6245045,Closed,,,AUBURN,NSW,Theft of vehicle,Last night around 10pm. I went to get a bread from a bakery. When I get back_ my car was already gone.    POI IV unrecovered theft,Yes,NA,NA,No,13890.3,2175,2175,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,13390,0,AUBURN,NSW,13390,11900,0,0,2007,32.36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,766,266,99,0,yes,5/13/2013,5/13/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6245324,Closed,,,GOODNA,QLD,Collision with Stationary Object,i was driving home from work when I entered my street the car skidded and went in to neighbours front yard and damage the brick letter box and the small plant.    IV POI- P/S front corner of front bumper and light  TPV POI - letter box,No,NA,NA,No,3595.25,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,10500,0,GOODNA,QLD,10500,0,0,0,2007,38.22,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,577,6,359,0,yes,1/29/2014,1/29/2015,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,1,1,0,1,0,0,1
Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Reject,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Reject,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,4875,6245672,Closed,,,SALT ASH,NSW,Third Party Hit in Rear by Insured,I was driving along when the car in front of me stopped suddenly. I tried to avoid them and hit the brake but the wheel still skid and hit the the vehicle in front of me      POI IV:front PS bumper  POI TPV:Rear DS bumper,No,NA,NA,No,0,625,0,Ye,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,8450,0,SALAMANDER BAY,NSW,8450,0,2013,0,2001,37.31,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,365,1,yes,2/4/2014,2/4/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,1,0,0,0,1,1,1,1,0
Damage Whilst Parked,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6246073,Closed,,,BENTLEIGH,VIC,Accidental Damage whilst parked,I was parked on the side of the road TPV has reversed out of a car park and impacted the DS rear quarter panel of my car with the DS of the TPV,No,NA,NA,No,0,1050,0,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,25000,0,BRIGHTON,VIC,25000,0,0,0,2004,60.15,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5665,10,355,0,yes,1/21/2014,1/21/2015,0,0,0,1,1,1,1,0,0,1,NA,0,1,0,0,1,0,0,1,1,1,1,0,0
Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6246131,Closed,,,MACKAY HARBOUR,QLD,Theft of vehicle,LOSS TIME 03/02/2014 09:00 PM 07.00AM 04..022.2014    i was at work_ i left my car at my friend's place_ then i had some drink_  then my wife picked me up and took me home_ on the next morning I went back to my friend and found out my car got stolen.,Yes,NA,NA,No,16351.54,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,15000,0,OORALEA,QLD,15000,0,0,0,2005,47.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,967,1368,93,0,yes,5/7/2010,5/7/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,1,1,1,1,0,1,0,0,0
Damage Whilst Driven,,,,,,Yes,Yes,No,No,,Yes,No,No,No,Yes,No,No,No,No,No,Reject,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Reject,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6246138,Closed,,,BURLEIGH HEADS,QLD,Collision with Stationary Object,My son was driving in the wet_ and has spun out and hit a gutter.  He was then charged with DUI.,Yes,NA,NA,No,264,2200,2200,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,20990,0,CURRUMBIN VALLEY,QLD,20990,0,0,0,2013,19.51,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95365,35,330,0,yes,10/26/2013,10/26/2014,0,1,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,1,1,0,1,0,0,1
Other,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,INTERNET,Annual,Accept,Not at Fault,Phone,INTERNET,Annual,Motor Comprehensive,0,6246153,Closed,,,GOORNONG,VIC,Third Party Alleged Cause of Incid,I was driving home from Bendigo_ when an oncoming truck with gravel rocks from the other side of the road started to sway and all the gravel rocks came up from the truck and hit my windscreen and damaged the whole front part of my vehicle.    IV POI: front wds_ front bumper bar_ bonnet_ grille_ ds/ps mirrors_ front ps/ds doors,No,NA,NA,No,5948.12,720,720,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,68040,0,KIALLA,VIC,68040,68000,0,0,2011,50.55,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,5,360,0,yes,1/30/2014,1/30/2015,0,0,0,1,1,0,1,0,0,1,NA,0,0,0,0,1,0,0,1,0,1,0,0,0
Damage Whilst Driven,Yes,No,No,Yes,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6246329,Closed,,,BLACKBURN SOUTH,VIC,Insured Failed Right of Way,My dad was turning out of a petrol station_ he was turning right_ He has come into the right hand lane and attempted to go into the left hand lane and hasn't seen a car in his blind spot and hit the car in the lane beside.    IVD POI: front p/s 1/4  TP POI: rear p/s 1/4     (front right 1/4?),Yes,NA,NA,No,5575.4,600,600,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",1,2700,0,TEMPLESTOWE,VIC,2700,0,1999,0,2000,87.95,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4394,7611,59,0,no,4/1/1993,4/1/2014,1,1,0,1,1,0,0,0,1,1,NA,1,0,0,0,1,1,0,1,0,1,1,0,0
