agg__claimlosscause,claimlosscause,tpvehicledamage,tpvehicletowed,tpvehicledriveable,tpvehicletotalloss,tpvehiclerecovered,ivehicledamage,ivehicletowed,ivehicledriveable,ivehicletotalloss,ivehiclerecovered,trt__ivehicledamage,trt__ivehicledriveable,trt__ivehiclerecovered,trt__ivehicletotalloss,trt__ivehicletowed,trt__tpvehicledamage,trt__tpvehicledriveable,trt__tpvehiclerecovered,trt__tpvehicletotalloss,trt__tpvehicletowed,claimdecision,claimliability,claimlodgemethod,policyproducttype,policychannel,policypremiumbilling,new__claimdecision,new__claimliability,new__claimlodgemethod,new__policychannel,new__policypremiumbilling,new__policyproducttype,savings,claimid,claimstatus,claimcatastrophecode,claimcatastrophedesc,claimlosssuburb,claimlossstate,cls,claimincidentdescription,claimpolicenotified,claimpolicedate,claimpolicetime,claimfirenotified,claimreserve,claimexcesstotal,claimexcessapplicable,claimexcesswaived,policybrand,policystatus,policylob,policytype,policybillingrenewal,policyalterations,riskmotoragreedvalue,riskmotormarketvalue,risksuburb,riskstate,risksuminsured,riskmotorpurchaseprice,tpvehicleyear,tpvehicledriverage,ivehicleyear,ivehicledriverage,insured_parties,tp_parties,tp_parties_var,ActivityOwner,AdditionalInsured,Agent,AlternateContact,AnimalOwner,AppointmentContact,AssessmentLocation,Assessor,Broker,CaseManager,Claimant,ClaimantDependent,Complainant,Cyclist,DefenceBarrister,DefenceLawFirm,Defendant,Driver,Employee,Employer,Engineer,Executor,ExternalAssessor,Financier,FormerInsured,HireCarAgency,ImpactParty,IncidentParty,Informant,InjuredParty,Insured,InsuredRepresentative,Interestedparty,Investigator,LawEnforcementAgency,LegalCaseManager,ListedDriver,MainContact,MakeSafeProviderGeneralBuilder,Mortgagee,MotorRepairShop,NegotiationContact,Neighbour,Observer,Occupant,Other,OtherInsurer,Owner,OwningAgency,Passenger,Payee,Pedestrian,Plaintiff,PlaintiffLawFirm,PlaintiffsAttorney,Powerofattorney,PrimaryAssessor,RealEstateAgent,RecoveryAgent,RecoveryOnBehalfOf,RecoveryPayer,RepairShop,Repairer,Reporter,ResponsibleParty,ResponsiblePartyForIncident,SalvageService,ServiceProvider,SharpAgency,Supervisor,Supplier,Suspect,Swimmer,TPSettlementParty,Tenant,ThirdPartyInsurer,TowingAgency,TransportCarrier,UnitOwner,Vendor,Witness,claim_lag_losslodge,claim_lag_lossinception,claim_lag_lossalteration,fraud_class,prev_claims,POLICYINCEPTIONDATE,POLICYEXPIRYDATE,POLICYNBRCLAIMS,flag_claimpolicenotified,flag_claimfirenotified,flag_ivehicledriveable,flag_trt_ivehicledriveable,flag_trt_tpvehicledriveable,flag_prev_claims,flag_trt_ivehicletotalloss,flag_trt_tpvehicletotalloss,flag_newclaimlodgemethod_phone,new_claimlodgemethod_make,flag_aggclaimlosscause_driving,flag_aggclaimlosscause_parked,flag_aggclaimlosscause_theft,flag_aggclaimlosscause_hazard,flag_motorrepairshop,flag_salvageservice,flag_towingagency,alternate_fraud_class,flag_trt_tpvehicliedriveable,flag_trt_ivehicledamage,flag_trt_tpvehicledamage,flag_claimexcesswaived,flag_clsStat
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6399806,Closed,,,ESSENDON,VIC,Theft of vehicle,I have retuned home to find car and trailer that it was secured on in driveway gone     POI IV: THEFT OF VEHICLE,Yes,NA,NA,No,122865.89,1000,1000,No,Shannons,In force,Personal Insurance,Personal auto,"Manual",0,120000,0,ESSENDON,VIC,120000,0,0,0,1989,34.7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1508,318,0,yes,1/23/2010,1/23/2015,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6399877,Closed,,,CAMBERWELL,VIC,Third Party Hit in Rear by Insured,I was about to get to a  roundabout and the car in front of me entered first and it was about 3/4 of the way inside the roundabout_ I was not able to slow down in time and even though I stepped on the break due to the road being wet_ the car slid and made contact with the other car.    IV POI: Front DS bumper bar   TPV POI: Rear PS 1/4 panel,No,NA,NA,No,8031.55,1025,1025,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,13000,0,IRYMPLE,VIC,13000,0,2010,0,2009,20.55,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,6,359,0,yes,3/5/2014,3/5/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,No,Yes,Yes,,Yes,Yes,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6400030,Closed,,,MOOLOOLABA,QLD,Collision with Stationary Object,My son was driving the car and the road was wet and the visibility was poor and he has hit a road barrier.  POI  IV - Passenger headlight - glass broken /  Passenger front quarter panel corner - dented / passenger front bumper corner - dented.,No,NA,NA,No,3493.7,550,550,No,APIA,In force,Personal Insurance,Personal auto,"Automatic",0,3999,0,BUDERIM,QLD,3999,0,0,0,1998,39.63,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1542,5,360,0,yes,3/5/2014,3/5/2015,0,0,0,1,1,0,1,1,0,1,NA,1,0,0,0,1,1,1,1,0,1,0,0,1
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6400034,Closed,,,DARAWANK,NSW,Collision with Stationary Object,my son was driving along  and something including the son had got in his vision and he has swerved to the left and hit some loose gravel which sent him over the embankment and into a tree.    **actual date of loss: 10.03.14,Yes,NA,NA,No,8594.28,1000,1000,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",1,8200,0,GREEN POINT,NSW,8200,0,0,0,2003,17.9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,336,29,0,yes,4/9/2013,4/9/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,1,1,0,1,0,1,0,0,1
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,Not at Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6400101,Closed,,,SOUTH YARRA,VIC,Theft of vehicle,We parked our car at the front of the house at 8.30pm and went outside at 11.30pm and it was gone.,Yes,3/12/2014,900,No,22880,720,720,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,23600,0,SOUTH YARRA,VIC,23600,0,0,0,2008,60.58,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,953,143,0,yes,8/1/2011,8/1/2014,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6400332,Closed,,,ROCKVILLE,QLD,Third Party Hit in Rear by Insured,I was driving behind another vehicle and we were on a bit of a hill when all of a sudden the person in front of me slammed on their brakes and I slammed on my brakes but hit the back the back of their car    (Impact: front of IO vehicle has collided with rear of TP vehicle),No,NA,NA,No,0,1000,1000,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,3000,0,NEWTOWN,QLD,3000,0,0,0,2000,18.93,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5,360,0,yes,3/6/2014,3/6/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,No,No,Yes,No,,No,Yes,No,No,No,No,No,No,No,No,Reject,At Fault,Phone,Third Party Propert,DIRECT,Annual,Reject,At Fault,Phone,DIRECT,Annual,Third Party Propert,0,6401117,Closed,,,PARRAMATTA,NSW,Third Party Hit in Rear by Insured,CLAIM WITHDRAWN **IO unsure of exact time of loss**  A TP vehicle travelling in front of me has braked suddenly.  I have failed to stop in time and have impacted the rear of their vehicle.  Weather conditions - fine and dry and daylight  Sealed road,No,NA,NA,No,0,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,0,0,ROSEHILL,NSW,0,0,0,0,2006,31.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,365,0,yes,3/11/2014,3/11/2015,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,0
Theft,Theft,,,,,,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Accept,Not at Fault,Phone,Third Party Propert,INTERNET,Annual,Accept,Not at Fault,Phone,INTERNET,Annual,Third Party Propert,0,6401171,Closed,,,WERRIBEE,VIC,Theft of vehicle,My bike was in the garage_ I had taken it out and put at the top of driveway near my front door.  I left for work at 1:45 on 09/03/2014 and when I got back at night on 11:45 pm I noticed that the bike was not there. I thought my son had put the bike back in the garage but yesterday my son told me he didn't and the bike has been stolen,Yes,NA,NA,No,4050,550,550,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,0,0,WERRIBEE,VIC,0,3700,0,0,2011,56.15,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3525,58,307,0,yes,1/10/2014,1/10/2015,0,1,0,0,0,0,1,1,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Theft,Theft,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Accept,Not at Fault,Phone,Third Party Propert,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Third Party Propert,0,6401191,Closed,,,MADDINGTON,WA,Theft of vehicle,My car was parked in the driveway in Foxton St when someone got into my house and stole my keys and my car.    IV POI: unrecovered theft,Yes,3/7/2014,61680,No,0,450,450,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,0,0,MADDINGTON,WA,0,800,0,0,1994,36.65,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7273,666,64,0,yes,5/10/2012,5/10/2014,0,1,0,0,0,0,1,0,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,No,No,No,,No,No,Yes,No,,No,Yes,No,No,No,Yes,No,No,No,No,Accept,At Fault,Phone,Third Party Propert,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Third Party Propert,0,6401395,Closed,,,BALMAIN,NSW,Insured Failed Right of Way,The rain was pouring heavily at that time_ I was on the right lane of a 3 lane road and I am moving to merge on the middle lane. I checked the side mirror before I do so but all I can see is black. I thought that was a road. When I merged. I accidentally clipped the driver side of the other car with the front passenger side bumper of my car. I realised that the side mirror was flipped and the mirror was not sort of showing the road.,No,NA,NA,No,0,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,0,0,ANNANDALE,NSW,0,0,2004,0,2009,61.44,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29919,7,358,0,yes,2/12/2014,2/12/2015,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,0,0,0,1,0,0,1,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,No,,Yes,No,No,No,Yes,No,No,No,No,No,Accept,No Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,No Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6401399,Closed,,,Moree,NSW,Under Body Damage Only,We have travelled to Warialda to attend a funeral and on our way home - approx 50km from Warialda and 11km from Moree - the car has started losing power and then it stopped altogether - we were not sure what has happened and we had the NRMA agent tow the car to Moree for us and we have had the car towed back to Mazda in Newcastle and they have had a look at the car and advsd that the Radiator Cap had not been screwed down properly and the,No,NA,NA,No,8378.14,600,600,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",1,11600,0,MOUNT HUTTON,NSW,11600,0,0,0,2010,74.37,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6980,1389,72,0,yes,5/18/2010,5/18/2014,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,No,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Reject,At Fault,Phone,Motor Comprehensive,DIRECT,Quarterl,Reject,At Fault,Phone,DIRECT,Quarterl,Motor Comprehensive,1145.73,6401458,Closed,,,SUNBURY,VIC,Insured Reversed into Third Party,I was in a driveway and didnt realise someone was behind me and i reversed into him,No,NA,NA,No,0,500,500,No,APIA,In force,Personal Insurance,Personal auto,"Automatic",0,0,16600,SUNBURY,VIC,16600,0,0,0,2004,51.81,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140710,670,61,1,yes,2/3/2012,2/3/2014,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,0,1,1,1,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,No,Yes,Yes,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Accept,At Fault,Phone,Motor Comprehensive,INTERNET,Monthly,Accept,At Fault,Phone,INTERNET,Monthly,Motor Comprehensive,0,6401528,Closed,,,DANDENONG,VIC,Third Party Hit in Rear by Insured,I was driving along Gladstone Road when I hit the car in front of me as I lose control when the traffic light went red.    IV POI: front bumper bar   TPV POI: rear bumper bar,No,NA,NA,No,12602.7,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,5460,0,NOBLE PARK,VIC,5460,3500,2003,22.49,1997,51.35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,640,248,117,0,yes,7/6/2013,7/6/2014,0,0,0,0,0,1,1,1,1,1,NA,1,0,0,0,0,1,1,1,1,1,1,0,0
Theft,Theft,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6401643,Closed,,,SEVILLE GROVE,WA,Theft of vehicle,I parked my car at car inside the garage last night but when I woke up the garage door was open and my car was stolen.    IV IV POI: Unrecovered theft car,Yes,NA,NA,No,7452.14,450,450,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,34450,0,SEVILLE GROVE,WA,34450,42000,0,0,2009,37.65,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,167,1628,198,0,no,9/26/2009,9/26/2014,1,1,0,0,0,0,0,0,0,1,NA,0,0,1,0,1,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,Yes,Yes,Yes,No,,Yes,No,Yes,No,,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Accept,At Fault,Phone,Third Party Propert,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Third Party Propert,0,6401906,Closed,,,RINGWOOD,VIC,Insured Failed Right of Way,I was driving up a multi-level carpark and upon reaching the third level I turned left and collided with another vehicle that was driving through that car park looking for a car parking space.    IV-POI: indicator light    TP-POI: front p/s fender,No,NA,NA,No,0,1025,1025,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,4550,0,CLAYTON,VIC,4550,0,0,0,1998,21.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2757,11,354,0,yes,2/27/2014,2/27/2015,0,0,0,1,1,1,1,0,0,1,NA,1,0,0,0,0,0,0,1,1,1,1,0,0
Theft,Theft,,,,,,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Accept,Not at Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,Not at Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6401917,Closed,,,ELWOOD,VIC,Theft of vehicle,*ACTUAL TIME 8AM*    My wife looked out the window and said that the car was gone_ i went outside and saw that the car was missing and there was broken glass near where the DS was.    I heard activity outside about 5/6am,Yes,NA,NA,No,11660.15,625,625,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,71900,0,ELWOOD,VIC,71900,75000,0,0,2012,60.01,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1727,99,0,yes,6/19/2009,6/19/2014,0,1,0,0,0,0,1,0,0,1,NA,0,0,1,0,0,0,0,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,No,Yes,Yes,,Yes,Yes,No,Yes,No,No,No,No,No,No,Accept,At Fault,Phone,,DIRECT,HalfYear,Accept,At Fault,Phone,DIRECT,HalfYear,Motor Comprehensive,0,6401939,Closed,,,TWEED HEADS SOUT,NSW,Collision with Stationary Object,I was driving home in the rain and hit a puddle_ the car spun around and hit the tree.     IO POI: rear doors - dented in_ floor pan_ other damage but unsure.,No,NA,NA,No,8147.45,550,550,No,Shannons,In force,Personal Insurance,Personal auto,"Automatic",0,10000,0,TWEED HEADS SOUTH,NSW,10000,0,0,0,1980,43.29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,669,61,0,yes,5/11/2012,5/11/2014,0,0,0,1,1,0,1,1,0,1,NA,1,0,0,0,1,1,0,1,0,1,0,0,1
Damage Whilst Driving,Damage Whilst Driven,,,,,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Monthly,Accept,At Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6401973,Closed,,,DECEPTION BAY,QLD,Collision with Stationary Object,My step son was driving and has swerved to avoid hitting a kangaroo and has hit a concrete bollard.  iv poi-front ds.,No,NA,NA,No,3416.85,1000,1000,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,4500,0,DECEPTION BAY,QLD,4500,0,0,0,1998,20.58,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,406,149,216,0,yes,10/14/2013,10/14/2014,0,0,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,1,1,0,1,0,0,1
Damage Whilst Driving,Damage Whilst Driven,No,No,No,No,,Yes,Yes,No,Yes,,Yes,No,No,Yes,Yes,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6402183,Closed,,,MILL PARK,VIC,Hit a parked car,I was driving the car at the time. I have come of Plenty Road and turned the corner. I have blacked for a couple of seconds. While blacked out_ I have impacted with a parked truck that was parked on the left hand side of the road. After this impact with the parked truck_ my car flipped over on to the roof. The police and ambulance attended. I was taken to hospital and have suffered whip lash. The hospital said I was otherwise fine and sug,Yes,NA,NA,No,5831.19,875,875,No,AAMI,In force,Personal Insurance,Personal auto,"Automatic",0,4000,0,MILL PARK,VIC,4000,0,0,0,2000,28.84,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2230,171,194,0,yes,9/20/2013,9/20/2014,0,1,0,0,0,0,1,1,0,1,NA,1,0,0,0,0,1,1,1,0,1,0,0,0
Damage Whilst Driving,Damage Whilst Driven,,,,,,No,No,Yes,No,,No,Yes,No,No,No,No,No,No,No,No,Accept,At Fault,Phone,Motor Comprehensive,DIRECT,Annual,Accept,At Fault,Phone,DIRECT,Annual,Motor Comprehensive,0,6403012,Closed,,,MELBOURNE,VIC,Collision with a pedestrian / cycl,**ACTUAL DOL 07 MAR 2014 @ 0850hrs**    i was turning left into a sidestreet and i have turned and clipped a cyclist that was travelling on ST KILDA RD.  IV POI: P/S front 1/4 panel,No,NA,NA,No,1538,600,600,No,Suncorp,In force,Personal Insurance,Personal auto,"Automatic",0,23090,0,MENTONE,VIC,23090,0,0,0,2013,52.79,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8951,0,365,0,yes,3/6/2014,3/6/2015,0,0,0,1,1,0,1,0,0,1,NA,1,0,0,0,0,0,0,1,0,0,0,0,0
Other,Other,,,,,,Yes,No,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Accept,No Fault,Phone,,DIRECT,Monthly,Accept,No Fault,Phone,DIRECT,Monthly,Motor Comprehensive,0,6403161,Closed,,,WEDDERBURN,VIC,Insured Alleged Cause of Incident,my husband and I went up to Wedderburn and when we got to the camping grounds setting up the caravan we noticed the hatch/sunroof had gone leaving a hole in the caravan roof. we had closed it. IO POI; hatch/sunroof to caravan,No,NA,NA,No,607.4,400,200,No,GIO,In force,Personal Insurance,Personal auto,"Automatic",0,15000,0,CANADIAN,VIC,15000,0,0,0,1996,53.95,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6954,2,363,0,yes,3/5/2014,3/5/2015,0,0,0,1,1,0,1,0,0,1,NA,0,0,0,0,0,0,0,1,0,1,0,0,0
